Delta,Power,t,x,y,z,vx,vy,vz
-5.000000000,0.010000000,0.000254,0.002538025,-0.000000298,0.000062589,9.992192469,-0.035055807,0.408650745
-5.000000000,0.010000000,0.000255,0.002548017,-0.000000333,0.000062997,9.992192469,-0.024612147,0.409220240
-5.000000000,0.010000000,0.000256,0.002558009,-0.000000358,0.000063407,9.992192469,-0.012095898,0.409783340
-5.000000000,0.010000000,0.000257,0.002568001,-0.000000370,0.000063816,9.992192469,0.002098063,0.410340091
-5.000000000,0.010000000,0.000258,0.002577993,-0.000000368,0.000064227,9.992192469,0.017178254,0.410890541
-5.000000000,0.010000000,0.000259,0.002587986,-0.000000351,0.000064638,9.992192469,0.032051115,0.411434738
-5.000000000,0.010000000,0.000260,0.002597978,-0.000000319,0.000065049,9.992192469,0.045608589,0.411972727
-5.000000000,0.010000000,0.000261,0.002607970,-0.000000273,0.000065461,9.992192469,0.057048687,0.412504557
-5.000000000,0.010000000,0.000262,0.002617962,-0.000000216,0.000065874,9.992192469,0.066014454,0.413030274
-5.000000000,0.010000000,0.000263,0.002627954,-0.000000150,0.000066287,9.992192469,0.072506279,0.413549926
-5.000000000,0.010000000,0.000264,0.002637947,-0.000000078,0.000066700,9.992192469,0.076694711,0.414063561
-5.000000000,0.010000000,0.000265,0.002647939,-0.000000001,0.000067114,9.992192469,0.078759383,0.414571224
-5.000000000,0.010000000,0.000266,0.002657931,0.000000078,0.000067529,9.992192469,0.078790784,0.415072963
-5.000000000,0.010000000,0.000267,0.002667923,0.000000157,0.000067944,9.992192469,0.076735694,0.415568826
-5.000000000,0.010000000,0.000268,0.002677915,0.000000233,0.000068359,9.992192469,0.072359021,0.416058860
-5.000000000,0.010000000,0.000269,0.002687908,0.000000306,0.000068776,9.992192469,0.065208836,0.416543111
-5.000000000,0.010000000,0.000270,0.002697900,0.000000371,0.000069192,9.992192469,0.054598609,0.417021626
-5.000000000,0.010000000,0.000271,0.002707892,0.000000425,0.000069609,9.992192469,0.039674629,0.417494453
-5.000000000,0.010000000,0.000272,0.002717884,0.000000465,0.000070027,9.992192469,0.019726684,0.417961638
-5.000000000,0.010000000,0.000273,0.002727876,0.000000485,0.000070445,9.992192469,-0.005075687,0.418423228
-5.000000000,0.010000000,0.000274,0.002737869,0.000000480,0.000070863,9.992192469,-0.032744648,0.418879271
-5.000000000,0.010000000,0.000275,0.002747861,0.000000447,0.000071282,9.992192469,-0.059484973,0.419329812
-5.000000000,0.010000000,0.000276,0.002757853,0.000000388,0.000071701,9.992192469,-0.081589997,0.419774898
-5.000000000,0.010000000,0.000277,0.002767845,0.000000306,0.000072121,9.992192469,-0.097532515,0.420214576
-5.000000000,0.010000000,0.000278,0.002777837,0.000000208,0.000072541,9.992192469,-0.107871466,0.420648892
-5.000000000,0.010000000,0.000279,0.002787830,0.000000101,0.000072962,9.992192469,-0.113832176,0.421077893
-5.000000000,0.010000000,0.000280,0.002797822,-0.000000013,0.000073383,9.992192469,-0.116373942,0.421501625
-5.000000000,0.010000000,0.000281,0.002807814,-0.000000130,0.000073804,9.992192469,-0.115926059,0.421920133
-5.000000000,0.010000000,0.000282,0.002817806,-0.000000246,0.000074226,9.992192469,-0.112325115,0.422333465
-5.000000000,0.010000000,0.000283,0.002827798,-0.000000358,0.000074649,9.992192469,-0.104647485,0.422741666
-5.000000000,0.010000000,0.000284,0.002837790,-0.000000463,0.000075071,9.992192469,-0.090742289,0.423144781
-5.000000000,0.010000000,0.000285,0.002847783,-0.000000553,0.000075495,9.992192469,-0.066326235,0.423542857
-5.000000000,0.010000000,0.000286,0.002857775,-0.000000620,0.000075918,9.992192469,-0.024429566,0.423935938
-5.000000000,0.010000000,0.000287,0.002867767,-0.000000644,0.000076342,9.992192469,0.039728205,0.424324071
-5.000000000,0.010000000,0.000288,0.002877759,-0.000000604,0.000076766,9.992192469,0.114336555,0.424707301
-5.000000000,0.010000000,0.000289,0.002887751,-0.000000490,0.000077191,9.992192469,0.170988946,0.425085673
-5.000000000,0.010000000,0.000290,0.002897744,-0.000000319,0.000077616,9.992192469,0.198465001,0.425459232
-5.000000000,0.010000000,0.000291,0.002907736,-0.000000121,0.000078042,9.992192469,0.209326387,0.425828022
-5.000000000,0.010000000,0.000292,0.002917728,0.000000089,0.000078467,9.992192469,0.212407074,0.426192089
-5.000000000,0.010000000,0.000293,0.002927720,0.000000301,0.000078894,9.992192469,0.210017311,0.426551476
-5.000000000,0.010000000,0.000294,0.002937712,0.000000511,0.000079320,9.992192469,0.199740923,0.426906229
-5.000000000,0.010000000,0.000295,0.002947705,0.000000711,0.000079747,9.992192469,0.167257034,0.427256392
-5.000000000,0.010000000,0.000296,0.002957697,0.000000878,0.000080174,9.992192469,0.054771938,0.427602008
-5.000000000,0.010000000,0.000297,0.002967689,0.000000933,0.000080602,9.992192469,-0.038640026,0.427943122
-5.000000000,0.010000000,0.000298,0.002977681,0.000000894,0.000081030,9.992192469,-0.105465133,0.428279778
-5.000000000,0.010000000,0.000299,0.002987673,0.000000789,0.000081458,9.992192469,-0.191825453,0.428612018
-5.000000000,0.010000000,0.000300,0.002997666,0.000000597,0.000081887,9.992192469,-0.323652024,0.428939886
-5.000000000,0.010000000,0.000301,0.003007658,0.000000273,0.000082316,9.992192469,-0.375229211,0.429263425
-5.000000000,0.010000000,0.000302,0.003017650,-0.000000102,0.000082745,9.992192469,-0.383403795,0.429582679
-5.000000000,0.010000000,0.000303,0.003027642,-0.000000485,0.000083175,9.992192469,-0.380520288,0.429897690
-5.000000000,0.010000000,0.000304,0.003037634,-0.000000866,0.000083604,9.992192469,-0.352277295,0.430208501
-5.000000000,0.010000000,0.000305,0.003047627,-0.000001218,0.000084035,9.992192469,-0.256472203,0.430515154
-5.000000000,0.010000000,0.000306,0.003057619,-0.000001474,0.000084465,9.992192469,-0.242845747,0.430817691
-5.000000000,0.010000000,0.000307,0.003067611,-0.000001717,0.000084896,9.992192469,-0.237257757,0.431116154
-5.000000000,0.010000000,0.000308,0.003077603,-0.000001955,0.000085327,9.992192469,-0.234259371,0.431410585
-5.000000000,0.010000000,0.000309,0.003087595,-0.000002189,0.000085759,9.992192469,-0.232416212,0.431701026
-5.000000000,0.010000000,0.000310,0.003097587,-0.000002421,0.000086190,9.992192469,-0.231183394,0.431987518
-5.000000000,0.010000000,0.000311,0.003107580,-0.000002652,0.000086622,9.992192469,-0.230309157,0.432270102
-5.000000000,0.010000000,0.000312,0.003117572,-0.000002883,0.000087055,9.992192469,-0.229661702,0.432548819
-5.000000000,0.010000000,0.000313,0.003127564,-0.000003112,0.000087487,9.992192469,-0.229165716,0.432823710
-5.000000000,0.010000000,0.000314,0.003137556,-0.000003342,0.000087920,9.992192469,-0.228775263,0.433094815
-5.000000000,0.010000000,0.000315,0.003147548,-0.000003570,0.000088353,9.992192469,-0.228460872,0.433362174
-5.000000000,0.010000000,0.000316,0.003157541,-0.000003799,0.000088786,9.992192469,-0.228202849,0.433625828
-5.000000000,0.010000000,0.000317,0.003167533,-0.000004027,0.000089220,9.992192469,-0.227987591,0.433885817
-5.000000000,0.010000000,0.000318,0.003177525,-0.000004255,0.000089654,9.992192469,-0.227805430,0.434142179
-5.000000000,0.010000000,0.000319,0.003187517,-0.000004483,0.000090088,9.992192469,-0.227649336,0.434394955
-5.000000000,0.010000000,0.000320,0.003197509,-0.000004710,0.000090522,9.992192469,-0.227514085,0.434644183
-5.000000000,0.010000000,0.000321,0.003207502,-0.000004938,0.000090957,9.992192469,-0.227395728,0.434889903
-5.000000000,0.010000000,0.000322,0.003217494,-0.000005165,0.000091392,9.992192469,-0.227291231,0.435132152
-5.000000000,0.010000000,0.000323,0.003227486,-0.000005393,0.000091827,9.992192469,-0.227198231,0.435370970
-5.000000000,0.010000000,0.000324,0.003237478,-0.000005620,0.000092262,9.992192469,-0.227114864,0.435606394
-5.000000000,0.010000000,0.000325,0.003247470,-0.000005847,0.000092698,9.992192469,-0.227039641,0.435838462
-5.000000000,0.010000000,0.000326,0.003257463,-0.000006074,0.000093134,9.992192469,-0.226971363,0.436067213
-5.000000000,0.010000000,0.000327,0.003267455,-0.000006301,0.000093570,9.992192469,-0.226909052,0.436292683
-5.000000000,0.010000000,0.000328,0.003277447,-0.000006528,0.000094006,9.992192469,-0.226851908,0.436514910
-5.000000000,0.010000000,0.000329,0.003287439,-0.000006755,0.000094443,9.992192469,-0.226799267,0.436733931
-5.000000000,0.010000000,0.000330,0.003297431,-0.000006982,0.000094879,9.992192469,-0.226750576,0.436949781
-5.000000000,0.010000000,0.000331,0.003307424,-0.000007208,0.000095316,9.992192469,-0.226705371,0.437162499
-5.000000000,0.010000000,0.000332,0.003317416,-0.000007435,0.000095754,9.992192469,-0.226663259,0.437372119
-5.000000000,0.010000000,0.000333,0.003327408,-0.000007662,0.000096191,9.992192469,-0.226623907,0.437578679
-5.000000000,0.010000000,0.000334,0.003337400,-0.000007888,0.000096629,9.992192469,-0.226587031,0.437782212
-5.000000000,0.010000000,0.000335,0.003347392,-0.000008115,0.000097066,9.992192469,-0.226552386,0.437982756
-5.000000000,0.010000000,0.000336,0.003357384,-0.000008341,0.000097504,9.992192469,-0.226519760,0.438180345
-5.000000000,0.010000000,0.000337,0.003367377,-0.000008568,0.000097942,9.992192469,-0.226488970,0.438375013
-5.000000000,0.010000000,0.000338,0.003377369,-0.000008794,0.000098381,9.992192469,-0.226459857,0.438566797
-5.000000000,0.010000000,0.000339,0.003387361,-0.000009021,0.000098819,9.992192469,-0.226432281,0.438755729
-5.000000000,0.010000000,0.000340,0.003397353,-0.000009247,0.000099258,9.992192469,-0.226406119,0.438941844
-5.000000000,0.010000000,0.000341,0.003407345,-0.000009474,0.000099697,9.992192469,-0.226381263,0.439125176
-5.000000000,0.010000000,0.000342,0.003417338,-0.000009700,0.000100136,9.992192469,-0.226357617,0.439305759
-5.000000000,0.010000000,0.000343,0.003427330,-0.000009926,0.000100576,9.992192469,-0.226335096,0.439483626
-5.000000000,0.010000000,0.000344,0.003437322,-0.000010153,0.000101015,9.992192469,-0.226313623,0.439658810
-5.000000000,0.010000000,0.000345,0.003447314,-0.000010379,0.000101455,9.992192469,-0.226293132,0.439831343
-5.000000000,0.010000000,0.000346,0.003457306,-0.000010605,0.000101895,9.992192469,-0.226273560,0.440001259
-5.000000000,0.010000000,0.000347,0.003467299,-0.000010832,0.000102335,9.992192469,-0.226254853,0.440168589
-5.000000000,0.010000000,0.000348,0.003477291,-0.000011058,0.000102775,9.992192469,-0.226236962,0.440333366
-5.000000000,0.010000000,0.000349,0.003487283,-0.000011284,0.000103215,9.992192469,-0.226219841,0.440495621
-5.000000000,0.010000000,0.000350,0.003497275,-0.000011510,0.000103656,9.992192469,-0.226203450,0.440655387
-5.000000000,0.010000000,0.000351,0.003507267,-0.000011737,0.000104096,9.992192469,-0.226187751,0.440812693
-5.000000000,0.010000000,0.000352,0.003517260,-0.000011963,0.000104537,9.992192469,-0.226172712,0.440967571
-5.000000000,0.010000000,0.000353,0.003527252,-0.000012189,0.000104978,9.992192469,-0.226158300,0.441120053
-5.000000000,0.010000000,0.000354,0.003537244,-0.000012415,0.000105419,9.992192469,-0.226144487,0.441270167
-5.000000000,0.010000000,0.000355,0.003547236,-0.000012641,0.000105860,9.992192469,-0.226131248,0.441417945
-5.000000000,0.010000000,0.000356,0.003557228,-0.000012867,0.000106302,9.992192469,-0.226118557,0.441563416
-5.000000000,0.010000000,0.000357,0.003567221,-0.000013094,0.000106743,9.992192469,-0.226106394,0.441706610
-5.000000000,0.010000000,0.000358,0.003577213,-0.000013320,0.000107185,9.992192469,-0.226094736,0.441847557
-5.000000000,0.010000000,0.000359,0.003587205,-0.000013546,0.000107627,9.992192469,-0.226083565,0.441986285
-5.000000000,0.010000000,0.000360,0.003597197,-0.000013772,0.000108069,9.992192469,-0.226072862,0.442122823
-5.000000000,0.010000000,0.000361,0.003607189,-0.000013998,0.000108511,9.992192469,-0.226062612,0.442257200
-5.000000000,0.010000000,0.000362,0.003617182,-0.000014224,0.000108953,9.992192469,-0.226052799,0.442389445
-5.000000000,0.010000000,0.000363,0.003627174,-0.000014450,0.000109396,9.992192469,-0.226043407,0.442519584
-5.000000000,0.010000000,0.000364,0.003637166,-0.000014676,0.000109838,9.992192469,-0.226034424,0.442647647
-5.000000000,0.010000000,0.000365,0.003647158,-0.000014902,0.000110281,9.992192469,-0.226025836,0.442773661
-5.000000000,0.010000000,0.000366,0.003657150,-0.000015128,0.000110724,9.992192469,-0.226017632,0.442897653
-5.000000000,0.010000000,0.000367,0.003667142,-0.000015354,0.000111166,9.992192469,-0.226009800,0.443019649
-5.000000000,0.010000000,0.000368,0.003677135,-0.000015580,0.000111609,9.992192469,-0.226002329,0.443139677
-5.000000000,0.010000000,0.000369,0.003687127,-0.000015806,0.000112053,9.992192469,-0.225995209,0.443257764
-5.000000000,0.010000000,0.000370,0.003697119,-0.000016032,0.000112496,9.992192469,-0.225988430,0.443373935
-5.000000000,0.010000000,0.000371,0.003707111,-0.000016258,0.000112939,9.992192469,-0.225981983,0.443488217
-5.000000000,0.010000000,0.000372,0.003717103,-0.000016484,0.000113383,9.992192469,-0.225975859,0.443600635
-5.000000000,0.010000000,0.000373,0.003727096,-0.000016710,0.000113826,9.992192469,-0.225970051,0.443711215
-5.000000000,0.010000000,0.000374,0.003737088,-0.000016936,0.000114270,9.992192469,-0.225964549,0.443819981
-5.000000000,0.010000000,0.000375,0.003747080,-0.000017162,0.000114714,9.992192469,-0.225959347,0.443926960
-5.000000000,0.010000000,0.000376,0.003757072,-0.000017388,0.000115158,9.992192469,-0.225954437,0.444032175
-5.000000000,0.010000000,0.000377,0.003767064,-0.000017614,0.000115602,9.992192469,-0.225949812,0.444135652
-5.000000000,0.010000000,0.000378,0.003777057,-0.000017840,0.000116046,9.992192469,-0.225945466,0.444237414
-5.000000000,0.010000000,0.000379,0.003787049,-0.000018066,0.000116490,9.992192469,-0.225941391,0.444337485
-5.000000000,0.010000000,0.000380,0.003797041,-0.000018292,0.000116935,9.992192469,-0.225937583,0.444435889
-5.000000000,0.010000000,0.000381,0.003807033,-0.000018518,0.000117379,9.992192469,-0.225934035,0.444532650
-5.000000000,0.010000000,0.000382,0.003817025,-0.000018744,0.000117824,9.992192469,-0.225930740,0.444627791
-5.000000000,0.010000000,0.000383,0.003827018,-0.000018970,0.000118268,9.992192469,-0.225927695,0.444721334
-5.000000000,0.010000000,0.000384,0.003837010,-0.000019195,0.000118713,9.992192469,-0.225924893,0.444813303
-5.000000000,0.010000000,0.000385,0.003847002,-0.000019421,0.000119158,9.992192469,-0.225922330,0.444903720
-5.000000000,0.010000000,0.000386,0.003856994,-0.000019647,0.000119603,9.992192469,-0.225919999,0.444992607
-5.000000000,0.010000000,0.000387,0.003866986,-0.000019873,0.000120048,9.992192469,-0.225917897,0.445079986
-5.000000000,0.010000000,0.000388,0.003876979,-0.000020099,0.000120493,9.992192469,-0.225916019,0.445165879
-5.000000000,0.010000000,0.000389,0.003886971,-0.000020325,0.000120938,9.992192469,-0.225914361,0.445250308
-5.000000000,0.010000000,0.000390,0.003896963,-0.000020551,0.000121383,9.992192469,-0.225912917,0.445333293
-5.000000000,0.010000000,0.000391,0.003906955,-0.000020777,0.000121828,9.992192469,-0.225911684,0.445414856
-5.000000000,0.010000000,0.000392,0.003916947,-0.000021003,0.000122274,9.992192469,-0.225910657,0.445495018
-5.000000000,0.010000000,0.000393,0.003926939,-0.000021229,0.000122719,9.992192469,-0.225909833,0.445573799
-5.000000000,0.010000000,0.000394,0.003936932,-0.000021455,0.000123165,9.992192469,-0.225909207,0.445651220
-5.000000000,0.010000000,0.000395,0.003946924,-0.000021681,0.000123611,9.992192469,-0.225908777,0.445727300
-5.000000000,0.010000000,0.000396,0.003956916,-0.000021906,0.000124056,9.992192469,-0.225908537,0.445802060
-5.000000000,0.010000000,0.000397,0.003966908,-0.000022132,0.000124502,9.992192469,-0.225908484,0.445875519
-5.000000000,0.010000000,0.000398,0.003976900,-0.000022358,0.000124948,9.992192469,-0.225908616,0.445947697
-5.000000000,0.010000000,0.000399,0.003986893,-0.000022584,0.000125394,9.992192469,-0.225908928,0.446018613
-5.000000000,0.010000000,0.000400,0.003996885,-0.000022810,0.000125840,9.992192469,-0.225909417,0.446088285
-5.000000000,0.010000000,0.000401,0.004006877,-0.000023036,0.000126286,9.992192469,-0.225910080,0.446156733
-5.000000000,0.010000000,0.000402,0.004016869,-0.000023262,0.000126732,9.992192469,-0.225910913,0.446223975
-5.000000000,0.010000000,0.000403,0.004026861,-0.000023488,0.000127178,9.992192469,-0.225911914,0.446290030
-5.000000000,0.010000000,0.000404,0.004036854,-0.000023714,0.000127625,9.992192469,-0.225913079,0.446354915
-5.000000000,0.010000000,0.000405,0.004046846,-0.000023940,0.000128071,9.992192469,-0.225914406,0.446418648
-5.000000000,0.010000000,0.000406,0.004056838,-0.000024166,0.000128517,9.992192469,-0.225915891,0.446481248
-5.000000000,0.010000000,0.000407,0.004066830,-0.000024391,0.000128964,9.992192469,-0.225917532,0.446542731
-5.000000000,0.010000000,0.000408,0.004076822,-0.000024617,0.000129410,9.992192469,-0.225919325,0.446603115
-5.000000000,0.010000000,0.000409,0.004086815,-0.000024843,0.000129857,9.992192469,-0.225921268,0.446662416
-5.000000000,0.010000000,0.000410,0.004096807,-0.000025069,0.000130304,9.992192469,-0.225923359,0.446720652
-5.000000000,0.010000000,0.000411,0.004106799,-0.000025295,0.000130750,9.992192469,-0.225925594,0.446777840
-5.000000000,0.010000000,0.000412,0.004116791,-0.000025521,0.000131197,9.992192469,-0.225927972,0.446833994
-5.000000000,0.010000000,0.000413,0.004126783,-0.000025747,0.000131644,9.992192469,-0.225930488,0.446889133
-5.000000000,0.010000000,0.000414,0.004136776,-0.000025973,0.000132091,9.992192469,-0.225933142,0.446943271
-5.000000000,0.010000000,0.000415,0.004146768,-0.000026199,0.000132538,9.992192469,-0.225935931,0.446996425
-5.000000000,0.010000000,0.000416,0.004156760,-0.000026425,0.000132985,9.992192469,-0.225938852,0.447048610
-5.000000000,0.010000000,0.000417,0.004166752,-0.000026651,0.000133432,9.992192469,-0.225941902,0.447099842
-5.000000000,0.010000000,0.000418,0.004176744,-0.000026877,0.000133879,9.992192469,-0.225945080,0.447150135
-5.000000000,0.010000000,0.000419,0.004186736,-0.000027103,0.000134326,9.992192469,-0.225948384,0.447199505
